final_review_id	case_type	claim_or_scope_id	prior_review_ids	source_record	source_locus	result	severity_if_failed	profile_ruling	evidence_summary	required_action_if_failed	notes
FA-080	claim	unit:composition.second-book-of-machabees.second-letter#0	RR-059	artifact.catholic-encyclopedia.volume-9.new-york-1910.newadvent-09495a-6afd1136; bible:douay-rheims:2Mach.1.11; bible:douay-rheims:2Mach.2.19	Bechtel, 'The Books of Machabees', sections 'Contents' and 'Author and date'	PASS	-	admissible: CE rank 6; 'therefore about 163 B.C.' is Bechtel's own consequence from the letter's contents, not a reported third-party figure; sole claim so preferred is licensed	Verbatim in the article: 'The second (i, 10b-ii, 19), which is undated' and 'The second letter must have been written soon after the death of Antiochus, before the exact circumstances concerning it had become known in Jerusalem , therefore about 163 B.C.' approximate-year with label 'therefore about 163 B.C.' carries the source's own hedge unresolved. The upper edge is right: Douay 2Mach 2:19 ends the letter ('and hath cleansed the place') and 2:20 opens the epitome's preface ('Now as concerning Judas Machabeus...'), which the article independently bounds as 'an elaborate preface (ii, 20-33)'. Query at 2Mach.2.19 returns the second-letter unit only, and at 2Mach.2.20 the epitome unit only. The 'Antiochus IV and not Antiochus III, as many Catholic commentators maintain' remark quoted in the note is verbatim.	-	The article's four-decade gap between the second letter (163 B.C.) and the epitome (124 B.C.) is what the withdrawn whole-book scope was flattening; it is now preserved.
FA-081	claim	unit:composition.second-epistle-of-st-john#0	RR-060	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08435a-d50fa955 (added); artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c (retained)	Drum, 'Epistles of Saint John', CE 8 (1910), closing sentence of the 'Third epistle' section; Durand, 'The New Testament', CE 14 (1912), the Johannine-writings sentence	PASS	-	admissible: both CE rank 6; Durand asserts the 90-100 window in his own voice; Drum supplies no year and is cited only for the words the note quotes; sole claim so preferred is licensed	08435a has no retained extraction, so it was refetched live. Its APA/MLA block reads 'Drum, Walter. "Epistles of Saint John." The Catholic Encyclopedia. Vol. 8. New York: Robert Appleton Company, 1910', matching the artifact.toml notes exactly. The quoted sentence is the last sentence of the 'Third epistle' section, verbatim: 'Nothing certain is known as to time and place of writing; but it is generally supposed that the two small letters were written by John towards the end of his long life and in Ephesus.' It speaks of 'the two small letters', so it covers the Second Epistle and not only the Third - I read the whole 'Second epistle' section and it contains no date statement of its own, so this is the only place in Drum that speaks to 2 John's date. Durand's sentence is verbatim in 14530a line 51. Diff 2330d63a5..HEAD for this unit changes only sources:; date, label, basis, note and disposition are byte-identical.	-	The 90-100 window is Durand's, asserted of the Johannine writings collectively; the note says so rather than pretending it is asserted of 2 John alone.
FA-082	claim	unit:composition.third-book-of-kings#0	S1-003;RR-061	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08652a-189e1a8f	Schets, 'Third and Fourth Books of Kings', CE 8 (1910), the paragraph closing the contents survey, and the authorship paragraph following it	PASS	-	admissible: CE rank 6. Both claims on the unit rest on the same rank-6 article, so SS4.4 is satisfied by the explicit note rather than by a rank difference - and that note is present and states the ground.	Refetched 08652a live. The article's unconditional sentence is verbatim: 'The Books of Kings were not completed in their present form before the middle of the Exile. Indeed 2 Kings 25:27-30 , relates that Joachim was released from bondage (562), and admitted to the court of Babylon for "all the days of his life".' The only year the article attaches to the writing stands inside a condition, also verbatim: 'If Jeremias be indeed the author, it must be accepted as probable that he wrote the book not long before, or shortly after, the fall of Jerusalem (587 B.C. )', with the antecedent reported from 'the Babylonian Talmud (Baba bathra, fol. 15, 1)' and from exegetes of whom 'Not a few among both older and more recent exegetes consider this probable'. At HEAD the preferred claim is the unconditional relative one, the 587 figure is disposition: alternate, and query 3Kings.10.1 confirms both. The anchor israel.exile.seventy-years exists (events.yaml:4517) and is itself a bare duration with no endpoints, so precision: relative computes no year - which is what the note promises ('nothing computes from a relative date'). Neighbour check: 4 Kings carries the identical remedy, and nothing else in the region was dropped.	-	OBSERVATION, not a defect: the note identifies Schets's 'the Exile' with israel.exile.seventy-years, the seventy years of servitude to Babylon (Jer 25:11). Traditionally those are not the same span - Schets grounds 'the middle of the Exile' on the 562 release, which fits an exile reckoned from 587. The corpus has no other period event for the exile, and because the anchor is a bare duration no year is produced either way, so no answer moves.
FA-083	claim	unit:composition.third-book-of-kings#1	RR-062	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08652a-189e1a8f	Schets, 'Third and Fourth Books of Kings', authorship paragraph	PASS	-	admissible: CE rank 6; the 587 figure is Schets's own consequence inside a condition he does not settle, so alternate and not preferred is the right disposition	The duplicate label: key is gone at HEAD. git diff 214797e78..eb38161ba removes exactly one repeated 'label:' line from each of the 3 Kings and 4 Kings alternates and nothing else in those units; composition.yaml at HEAD is byte-identical to eb38161ba. Both duplicated values were identical, so production holds 'not long before, or shortly after, the fall of Jerusalem (587 B.C.)' - which is the article's own wording with only New Advent's spurious space inside '(587 B.C. )' closed up; the basis field preserves the page's exact '(587 B.C. )'. The loader gate is real and was proved, not assumed: scripts/_chronology.py _strict_loader/_read_document collect every repeated key at every depth before any value is read. I copied the corpus to a scratch root, re-injected one duplicate 'label:' key, and validate refused with '<path>/composition.yaml:1216: key 'label' is stated twice in one mapping (first at line 1215). A repeated key is invalid YAML...'. Against the real corpus, validate reports 'chronology corpus valid: 1 profiles, 279 events, 62 composition_units, 375 bindings, 21 gaps, 73 books', so no repeated key survives anywhere in profiles/events/composition/bindings/gaps. query 3Kings.10.1 --json renders the alternate as date 'about 587 B.C.' with precision approximate-year, and its note carries the article's own conditionality.	-	Prior result was CHANGES_REQUIRED (RR-062, structural). The fix landed at eb38161ba and holds.
FA-084	claim	unit:composition.third-epistle-of-st-john#0	RR-063	artifact.catholic-encyclopedia.volume-8.new-york-1910.newadvent-08435a-d50fa955 (added); artifact.catholic-encyclopedia.volume-14.new-york-1912.newadvent-14530a-0a19aa2c (retained)	Drum, 'Epistles of Saint John', CE 8 (1910), closing paragraph of the section on the Third Epistle	PASS	-	admissible: both CE rank 6; Durand asserts the window in his own voice, Drum supplies no year; sole claim so preferred is licensed	Same live refetch of 08435a. The sentence the note had been quoting anonymously is the closing sentence of the 'Third epistle' section and is verbatim: 'Nothing certain is known as to time and place of writing; but it is generally supposed that the two small letters were written by John towards the end of his long life and in Ephesus.' The note's characterisation - that Drum 'covers this letter and the Second in one sentence and gives no year' - is exactly what the page does. The record's citation block matches artifact.toml. Diff 2330d63a5..HEAD changes only sources:; date, label, disposition, basis and note are byte-identical.	-	-
FA-085	code	scripts/_chronology.py	LEAD-009;D-003;LEAD-011;N-006;S1-010;V-014;V-016;D-004;LEAD-012;N-008;GUIDANCE-6;WD-A4-017;RR-028;RR-054;STALECOUNT;MANIFEST;RR-021;RR-081;RR-082;RR-089;WD-V-008	-	-	CHANGES_REQUIRED	major (latent; no live answer wrong today)	profile contract not implicated in the defect; separately, profiles.yaml's rule that 'preferred' needs a strictly higher authority rank than every alternate OR an explicit note is enforced by NO code, and guidance section 4.4 correctly does not claim it is. All 10 preferred+alternate pairs at equal rank (all rank 6) carry the required note, so the corpus complies unenforced.	Proved by construction on corpus copies: claimless event loads and claimless composition unit is refused ('needs a non-empty dates list'); 'dates: []' refused everywhere; a binding carrying date/dates refused with the reason; relation vocabulary closed and 'composition' refused as an event binding; duplicate key at depth 4 refused naming file:line and key, all occurrences collected; native greek Ecclus 36:1-26 duplicating the Vulgate claim refused NAMING the interior locus 36:16 while a non-duplicating span loads; the 2330d63a5 loader, extracted and re-run on the 2330d63a5 corpus plus the same span, ADMITS it; hebrew Ps 51 refused as a renumbering whatever value it carries. All republished counts re-derived live and correct: 35809+1356+6+0=37171, seven native research-pending, greek Ecclus 1355 of 1356 refuse, 730+1358=2088. DEFECT: _scope line 1044 'books = limits' rebinds the loop parameter, so a native scope entry replaces the canon book map for every LATER entry in the same scope list.	In scripts/_chronology.py _scope(), delete 'books = limits' and use the per-entry 'limits' map in the two chapter-ceiling checks that follow. Add a test that a scope list mixing a native and a preferred entry loads identically in either order, and that a vulgate span naming EsthGr is refused whatever precedes it.	Reproduced: scope [greek Ecclus 1, vulgate Ruth 1] refused ('Ruth is not a book of the canon') while the same two spans reversed load clean; scope [greek Dan 1, vulgate Dan 14] refused with 'Dan has 12 chapters' (the Greek witness's count, not the canon's 14); scope [greek EsthGr 1, vulgate EsthGr 16] LOADS, admitting a vulgate span over a token _canon has no row for, after which validate dies with a bare KeyError ('scripture-chronology: EsthGr') rather than a diagnosis. No scope at HEAD mixes systems, so the defect is latent. Secondary: guidance section 6.1's [verified] claim that validate remarks on a claimless event is not earned - validate emits only 'no binding reaches event X' and both claimless events are bound.
FA-086	code	scripts/build_final_acceptance_manifest.py	-	-	-	CHANGES_REQUIRED	major	n/a (review apparatus)	--check reports the tracked manifest current (156 cases), exit 0. The dedup key is case_type + ':' + claim_or_scope_id and excludes every judgement column; the six reviewer-facing columns are carried from the tracked file via kept.get(ident) and never regenerated; a declared row is emitted only from 'unmatched', i.e. only for a prior review id that matched no case subject (35 of them). DEFECT: derive() appends to slot['ranges'] and slot['why'] in the same order, but emit() writes ';'.join(sorted(set(ranges))) against ';'.join(dict.fromkeys(why)); '214797e78..' sorts before '2330d63a5..', so the two semicolon-lists are in opposite orders on every case touched by both lanes.	Emit both columns from one ordering: replace sorted(set(case['ranges'])) with dict.fromkeys(case['ranges']), or zip range and change into one cell (e.g. '2330d63a5..214797e78=changed:+268/-42;214797e78..HEAD=changed:+85/-3'). Re-derive; 24 rows change.	All 24 two-range rows are mispaired. Verified against git diff --numstat: FA-085 publishes '+268/-42' against 214797e78..eb38161ba when +268/-42 is 2330d63a5..214797e78; same for FA-091 (+27/-16), FA-092 (+5/-5), FA-093 (+231/-6). FA-051 publishes 'changed:note;withdrawn' in an order that reads as withdrawn-in-the-correction-lane, but event:israel.monarchy.temple-begun#5 is present at 2330d63a5 AND 214797e78 and absent at HEAD, so it was withdrawn in the repair lane. Every 'added;changed:notes' source-record row (FA-102/105/108/111-114/116/121) is likewise reversed. Secondary: --check re-pins to the head named in the file header (eb38161ba) so it cannot see production that moved since - build_final_acceptance_manifest.py itself is +316/-0 over 214797e78..HEAD but publishes +297/-0 - and reviewer prose keyed on claim_or_scope_id is silently dropped when an ordinal shifts. FAILED_ROWS is a hand-maintained literal in a file whose header says nothing is hand-picked.
FA-087	code	scripts/build_rereview_manifest.py	-	-	-	PASS	-	n/a (review apparatus)	--check reports the tracked manifest current: 92 rows, exit 0. Both revisions pinned by sha, never HEAD. Against git show fdab026be:src/sources/chronology/post-audit-rereview-manifest.tsv: 93 data lines each side, and review_id/kind/identifier/locus/notes byte-identical; exactly TEN why cells moved, every one by gaining 'anchor' - RR-012, RR-017, RR-024, RR-025, RR-032, RR-053, RR-061 inside longer labels, and RR-040, RR-042, RR-043 from 'changed:note' to 'changed:anchor+note', which are the three rows the docstring says were published as note-only when an anchor had moved. Row set untouched. The comparison tuple FIELDS_MANIFEST is the old tuple plus date.relative.of and date.duration.within, as claimed.	-	Recorded caveat, not a failure: rows() calls D.build(..., 'manifest'), so this manifest compares binding SCOPE only - a binding whose note or sources changed with no scope change is invisible. Proved by construction (a binding note edit reports changed:note under --fields full and nothing under --fields manifest). That gap is disclosed in build_final_acceptance_manifest.py's own docstring and repaired there, which uses 'full'. Reproducing the historical row set verbatim is the correct archival posture. The 16 HARD_CASES are declared rather than derived, which the file header's 'Nothing here is sampled' overstates slightly.
FA-088	code	scripts/check_final_acceptance_manifest.py	-	-	-	PASS	-	n/a (review apparatus)	python3 scripts/check_final_acceptance_manifest.py --range 2330d63a5..214797e78 --range 214797e78..HEAD exits 0: 156 rows, 156 distinct cases, 121 production-diff cases, 218 prior ids and 218 cited. All three set differences bite, proved on mutated copies inside a shared clone: deleting FA-001 fires MISSING binding:historical-setting -> israel.exile.first-captivity AND ORPHANED RR-064; appending claim:event:not.a.real.event#0 fires UNSUPPORTED; blanking FA-001's provenance columns fires ORPHANED. The 218 ids recount as the real union: 104 cold-audit finding_ids + 114 rereview review_ids + 92 rereview-manifest review_ids, with the 92 a subset of the 114 and no other overlap.	-	Recorded limitations, neither sufficient to fail the case. (1) The 'declared' exemption is vacuous by construction: the only guard is that review_requirements starts with python3/tools tpt/make/git, and the builder's own default value satisfies it. Proved: appending a fabricated row 'FA-998 architecture prior-finding:TOTALLY-INVENTED - declared ... python3 tools/tpt scripture-chronology validate' leaves the checker reporting 'complete in both directions', exit 0. Strengthening it is one line: require a declared row's id to exist in prior_ids(repo), already computed nearby. All 35 real declared rows were checked and each traces to a real prior finding id in a tracked artifact; I reopened YAMLDUP, STALEHEAD, COVERAGE and NOLOSS and each is a whole-corpus assertion, count or file-level fact no loaded-object diff can produce a case for, so a declared row is the right home. (2) The checker compares case IDENTITY only, so it cannot see that a row's derived_change is stale or mispaired - which is how FA-086's mispairing and its eb38161ba pin survive a green run.
FA-089	code	scripts/chronology_review_diff.py	-	-	-	CHANGES_REQUIRED	major	n/a (review apparatus)	Method: git clone --shared --no-checkout of the repo into scratch; one throwaway branch off 5b4fe31c0 per change class carrying exactly one edit; then chronology_review_diff.py 5b4fe31c0 <commit> --repo <clone> --fields full, with the always-firing code/contract rows filtered. CONFIRMED GOOD: each revision is loaded by its own loader in its own subprocess and a corpus that will not load is reported loudly, not silently as an empty diff; renderings are recomputed locally by _date_text/_span_text and Date.__str__ is never called; FIELDS_MANIFEST holds anchor (date.relative.of) and within (date.duration.within); FIELDS_FULL adds profile, precision, endpoints, relative, duration, derivation; binding note and sources compared under full; gap reason and sources compared; shared_data_warnings fires honestly. Positive controls: a moved anchor reports changed:anchor+relative; a reflowed note reports nothing; a source-record field change reports changed:locus; a TOML comment-only change correctly reports nothing.	(1) Project and compare profiles.yaml - at minimum the flattened profile mapping, as diff_sources already does for TOML - as its own section and case type. (2) Add title/parent/note for events and title/scope/note for units to the WORKER projection and the comparison, and emit added/withdrawn rows for events and units themselves, not only for their claims. (3) Include the system in _span_text, and build diff_gaps's index with setdefault(...).append(...) so a duplicate key is a reported collision rather than a silent overwrite.	BLIND SPOTS, each proved by an isolated synthetic commit that produced NO row at all: an event's note rewritten; an event's title changed; an event's parent moved to another real event; a composition unit's scope narrowed from {book: Matt} to Matt 1-20, silently removing the composition date from eight chapters of the First Gospel; a unit's title changed; a unit's note rewritten; a claimless event added; profiles.yaml authority rank 6 renamed to admit modern critical chronology; profiles.yaml conflict rule changed from 'Preserve the disagreement' to 'Harmonise freely'. The WORKER emits only claims, bindings and gaps and never touches corpus.profiles, so the entire profile contract is invisible. IDENTITY COLLAPSE, answering the brief directly: _span_text drops the system, and diff_gaps's keyed() is a dict comprehension, so two gap rows differing only in system collapse to one key and the earlier is DROPPED before comparison - two gaps added in one commit ({system: greek, book: Ecclus, ch 1} and {book: Ecclus, ch 1}, different reasons) reported as one 'gap undated-in-tradition @ Ecclus.1 added'. Binding scope sets are system-blind for the same reason. Because both manifest builders and the completeness checker derive from this function, the manifest is complete only about what this function looks at.
FA-090	code	tests/tools/scripture-chronology.test	-	-	-	PASS	-	n/a (behavioural gate)	The CODE was fixed, not the test moved. scripts/_chronology.py:1822-1846 now consults corpus.gaps for a gap row scoped in the asked locus's own system and otherwise returns Answer(locus, (), 'research-pending', ...) where it returned Unresolved('textually-distinct', ...); _scope was changed in the same lane so a native scope is bounded by _system_loci rather than _canon, which is what makes an EsthGr gap row authorable at all (proved separately under FA-085). Live: query EsthGr.1.1 --system greek --json returns chronology_status research-pending WITH mapping.status textually-distinct; the plain rendering exits 1. sh tests/tools/scripture-chronology.test exits 0. All six assertions in the file bite: falsifying the research-pending needle, the mapping needle, the exit-code probe, and the three pre-existing assertions (Dan.13.1 reach, stale-table refusal, Ecclus.44.1 status ok) each makes the gate exit 1 with its own message. The old assertion pinned a mapping word as the answer to 'is this dated?', which is the defect class; the new one is not a loosening.	-	Unchanged by the repair lane (git diff 214797e78 HEAD on this path is empty); the EsthGr block is the only text that changed across both lanes. Recorded coverage gap, not a false assertion: the exit-code probe covers the plain renderer only - the two --json assertions sit behind pipes so run_tool's status is discarded, and no assertion constrains the --json exit code. That is why the FA-091 defect survived this gate.
FA-091	code	tools/scripture-chronology	N-006;B-039;D-005;G-015;N-009	-	-	CHANGES_REQUIRED	major	n/a (tool contract)	All 11 stored Example transcripts replay byte-for-byte (replay_examples.py --tool scripture-chronology: 11 replayed, 0 diverged). The published counts hold: coverage prints runs 1880, check prints 1880 rows, build --dry-run prints 1880 rows unchanged; the repair lane's only edit here was 1882 -> 1880 and one embedded narrated-event count 8023 -> 8020. build was never run without --dry-run and git status is empty. The new plain-rendering rule is right where it applies. DEFECT: _render (lines 388-391) takes the --json branch BEFORE the verb dispatch and still computes refused = status in ('error','unresolved'), so _render_query's new rule never runs under --json.	In tools/scripture-chronology _render(), compute refused as: payload.get('status') in ('error','unresolved') or (getattr(arguments,'command','') == 'query' and not payload.get('assertions')), leaving non-query verbs untouched. Then add to tests/tools/scripture-chronology.test a probe asserting that query EsthGr.1.1 --system greek --json exits non-zero (it fires today). Separately, state the exit-code rule in the tool's docstring/epilog and in guidance/scripture-chronology.md, and either make replay_examples.py assert an exit code a note declares or drop the 'exit 0:' prefix from that note.	Verified by me directly, same payload with assertions []: query Gen.3.1 exits 1 and query Gen.3.1 --json exits 0; query EsthGr.1.1 --system greek exits 1 and --json exits 0. Nope.1.1 and Ps.999.1 (status unresolved) agree at 1/1; Ps.50.3, Sus.1.1 --system greek and Ecclus.44.1 --system greek agree at 0/0. The divergent classes are the two largest 'no' classes: every authored gap row (undated-in-tradition, 6764 verses / 321 runs) and the seven native research-pending loci. Second defect: the exit-code contract is stated nowhere - not in --help, not in the module docstring, and grep finds no exit-code line in guidance/scripture-chronology.md - and replay_examples.py binds exit_status but never asserts it, so the one free-text note claiming 'exit 0:' is unverified prose. The same lane silently changed query <undated-in-tradition locus> from exit 0 to exit 1 across 6764 verses with no example, note or guidance line. Attribution: the _render_query rewrite is in 2330d63a5..214797e78 (the correction lane), not the repair; the manifest's swapped range pairing points a reader at the wrong lane.
FA-092	code	tools/source-reader	-	-	-	PASS	-	n/a (tool transcripts)	Live counts equal the stored transcripts exactly. source-library validate: artifact=1920 corpus=5 edition=722 passage=2873 segment=71 work=540 bindings=2150. source-reader check: '540 works, 722 editions, 1920 artifacts, 2873 passages; 1635 readable here.' and 'passages the rights records withhold: 1238' - identical to tools/source-reader lines 1281/1330/1338. The arithmetic closes record file by record file: 2330d63a5..214797e78 adds 8 artifact.toml, 1 edition.toml, 1 work.toml and 0 passages (539/721/1910/2869 -> 540/722/1918/2869); 214797e78..HEAD adds 2 artifact.toml (index-g-ce-5c91a95b, index-n-ce-5fd9c5e7) and 4 passages/*.toml (index-g, index-n, index-g-ce, index-n-ce) -> 540/722/1920/2873. Each new passage file holds exactly one record, so files and records are 1:1. Withheld 1234 -> 1238 with 'readable here' fixed at 1635 is consistent with all four being rights-withheld. All 8 stored examples replay, 0 diverged.	-	Out of scope for this case, same defect class, in a file neither lane touched: tools/source-library:38-41 publishes artifact=1391 edition=623 passage=1227 work=466 against a live 1920/722/2873/540. It is declared STALE in scripts/replay_examples.py, but the STALE note records a delta of +1/+4/+1 where the real gap is +529/+1646/+74. Belongs to whatever case owns tools/source-library.
FA-093	code	tools/tests/test_chronology.py	D-005;RR-077	-	-	PASS	-	The moved claims are rank 6 (Catholic Encyclopedia vol. 3, newadvent-03731a) held as 'alternate' beneath a rank-1 Scripture claim (bible:douay-rheims:Gen.12.4) held as 'preferred' - a strictly higher rank, so the preferred disposition is settled by rank and needs no note. Admissible under catholic-traditional-v1.	94 tests, all pass, reproduced on a mirror tree. 10 tests added (8 correction lane, 2 repair); all 10 read and rated individually, none skipped, none short-circuited, none catching a broad exception. The FA-093 guard has FOUR independent limbs and all four were proved to bite on corpus copies: (1) the whole pre-correction corpus restored -> 'Items in the second set but not the first: 1147/367/1017 years from the flood to the call of Abraham'; (2) the three claims duplicated back onto the birth while the call keeps them -> 'Items in the first set but not the second' at line 1451; (3) a 367-labelled claim planted on the birth but anchored elsewhere -> "'367' unexpectedly found in {'720 years', '367'}" at line 1453; (4) re-anchoring the call's Genesis 12:4 claim off the birth -> "'israel.patriarchs.birth-of-abram' not found" at line 1462. Both manifest-named limbs bite, plus two more. HEAD production state read directly: the 367/1017/1147 claims sit on israel.patriarchs.call-of-abram as alternates anchored on israel.primeval.deluge with statements naming the call; birth-of-abram holds one claim, the pre-existing disputed '720 years' anchored on the Exodus, which was not dropped.	-	Three under-assertions recorded, none blocking. test_a_key_stated_twice_in_one_mapping_is_refused_with_its_line asserts only the key needle, never the line its docstring promises. test_a_native_universe_is_the_verses_its_witness_prints compares _system_loci against _deuterocanon._printed, the function it delegates to, so it detects a _system_loci regression only and never one inside _printed. test_an_event_may_be_a_subject_without_being_a_dated_one makes no assertion at all - it only proves the corpus loads, and never checks the docstring's 'returns nothing'. The FA-093 guard also interrogates only the birth and the call, so re-attaching the totals to a third event would pass, and it asserts nothing about the moved claims' sources or disposition. Manifest correction: the guard was added in the CORRECTION lane (+231/-6 is 2330d63a5..214797e78), not the repair.
FA-094	contract	guidance/scripture-chronology.md	D-003;LEAD-011;V-015;F-001;LEAD-001;N-008;V-017;GUIDANCE-6;RR-073;RR-090;RR-091;WD-A4-017;RR-028;RR-005;RR-081;RR-082;RR-083;RR-084;RR-085;RR-086;RR-087;RR-088	artifact.catholic-encyclopedia.volume-3.new-york-1908.newadvent-03731a-f5f96f04 (Howlett, "Biblical Chronology"); tracked Douay src/sources/bibles/douay-rheims/chapters/Gen/18.json	Howlett s.v. "The Exodus to the building of Solomon's Temple" and "Building of the Temple to its destruction"; Gen 18:10	CHANGES_REQUIRED	high	The profile contract states no test for deciding whether a passage in a ranked Catholic source is a traditional-profile assertion, and the corpus has already classified two structurally alike rank-6 passages oppositely on the unwritten test.	Read all 992 lines at HEAD and the whole diff against 2330d63a5 and 214797e78 (purely additive apart from four correct edits; no neighbouring text lost). Built the two-column rule/enforcement correspondence by exercising the loader on a scratch copy of the corpus. All of section 6.1 verified empirically: both named events exist with zero claims, both are bound, three claims anchor on saul-accession, an empty dates list is refused, a dateless composition unit is refused, a binding carrying date: or dates: is refused, and the accession verses answer composition-only from composition.first-book-of-kings. Duplicate key refused at depth with file, line and key. All section 9.2/9.3 figures reproduced from a live coverage run (35809; research-pending 0; greek 1356; wec 6; total 37171; 7 native research-pending; Ecclus 1355 of 1356 refusing). validate exits 0. Defect (a) confirmed on every limb: no _bible module has ever existed on any branch and src.py --bible raises ModuleNotFoundError. Defect (b) confirmed with production evidence of actual opposite classification of Howlett and Sloet.	(a) Replace the last sentence of 15.1(1) with the real route to tracked Scripture. (b) Add to 4.3 an explicit test for what makes a passage in a ranked Catholic source a traditional-profile assertion, and write down the Ussher-alone reporting licence that production already applies from silence. Also: correct 6.1's claim that validate remarks on a claimless event; fix the dead (section 16) cross-reference; and either repair _by_book/audit or withdraw 3.2's promise that a native EsthGr scope may now be given a status.	Two further code/contract divergences found and reported in the .md: a native scope naming EsthGr loads but then kills every query with an unhandled KeyError, and audit()'s gap-contradiction check reads a native gap scope as though it were vulgate. Neither affects the shipped data (no native gap rows exist at HEAD).
FA-095	contract	guidance/sources.md	F-021;RR-092-LEAD;WD-F-021	artifact.catholic-encyclopedia.alphabetical-index.newadvent-web-2026-08-27.index-g-064c6c3b; .index-g-ce-5c91a95b; .index-n-ef3ba0eb; .index-n-ce-5fd9c5e7	https://www.newadvent.org/cathen/{g,g-ce,n,n-ce}.htm, retrieved 2026-08-27	CHANGES_REQUIRED	medium	Not a profile question. The rule governs how a negative claim may be grounded, and four gaps.yaml rows state a negative wider than the extent their own cited records state.	Diff is +24/-0, one hunk, correctly placed in "Repository-first acquisition and storage" after the bounded-retrieval paragraph; nothing else in the contract moved. All four index records refetched live: sha256 matches byte-for-byte on all four, and every measured figure in them reproduces exactly (g 155/153, g-ce 540/537, n 110/108, n-ce 287/282); the "only a tiny fraction" sentence is present on g.htm and n.htm and absent from g-ce.htm and n-ce.htm; "complete" occurs zero times on g-ce.htm; the Genealogy..Genezareth run is verbatim and in order; 06413b.htm returns 404. The records satisfy all three paragraphs exemplarily and each says out loud that its evidence "is not proof that no article elsewhere in the encyclopedia discusses the book". source-library validate passes. But gaps.yaml rows for Gen, Num, Ex and Lam each assert "The Catholic Encyclopedia has no article on the book at all" - the "there is none" form the new rule forbids - and Ex and Lam make that claim while registering no index record at all.	Reword the four gaps.yaml reasons to carry the bound the rule requires and the cited records state, e.g. "New Advent's fullest published index for G carries no entry for the book"; and for the Ex and Lam rows either register the index evidence or drop the index characterisation. Add a test in tools/tests/test_chronology.py asserting no gap reason states an unbounded absence of an article, since the artifact schema has no completeness field and no gate can read the extent out of notes prose.	Discoverability is weak: AGENTS.md's routing table sends a chronology author to guidance/scripture-chronology.md, which states the registration half of this rule (15.1(4), 9.2) and not the width half, and does not point to the new paragraphs. completeness is an allowed field on a corpus record only, not on an artifact, so the lane was right that no schema field exists - but a test was available and was not written.
FA-096	gap	undated-in-tradition @ Deut	RR-071	artifact.catholic-encyclopedia.volume-4.new-york-1908.newadvent-04761b-babad506; artifact.catholic-encyclopedia.volume-11.new-york-1911.newadvent-11646c-5333461d; artifact.catholic-encyclopedia.volume-10.new-york-1911.newadvent-10596a-ae23faf9	"Maas, ""Deuteronomy"" CE IV (whole stub); Maas, ""Pentateuch"" CE XI, sections ""Present hypothesis of documents"", ""Deficiencies of the critical hypothesis"", ""Ecclesiastical decisions""; Souvay/Maas, ""Moses"" CE X"	PASS	-	admissible: CE is rank 6; every year in the reason is correctly attributed to a reported critical voice and refused under 4.3; no traditional-profile date exists for the writing of Deuteronomy	"Refetched 04761b.htm (sha256 babad506..., 9488 B) and 11646c.htm (sha256 5333461d..., 164963 B) and 10596a.htm (sha256 ae23faf9..., 22963 B) - all three byte- and hash-identical to the registered artifacts. 04761b is a title-etymology stub closing ""The introductory questions concerning the Book of Deuteronomy are treated in the article PENTATEUCH."" (verbatim). Every 621 B.C. / sixth-century / Vetter / Commission / Moses-death quotation in the reason verified verbatim in 11646c, and each sits inside ""Present hypothesis of documents"" or ""Deficiencies of the critical hypothesis"", i.e. the critics' reconstruction being rebutted. ""Moses"" remark verified verbatim. coverage.tsv: Deut has 0 undated-in-tradition runs and all 959 verses covered by dated assertions; query Deut.1.1 answers from israel.wilderness.moses-final-discourse, so the row is indeed unreachable"	-	"Residual imprecision, not a defect: the reason says ""Deuteronomy 1:3 ... is bound as utterance"", but bindings.yaml binds Deut 1:1-5 as narrated-event and Deut 1:6-4:40 / 5:1-26:19 / 27:1-30:20 / 31:1-33:29 as utterance. Read as ""the speaking of the discourses is bound as utterance"" the sentence is true; the antecedent is ambiguous. The article's other critical years (444 B.C. for Esdras reading P, ninth century for J, fifth/fourth century for the redaction) are not enumerated, but none is scoped to Deuteronomy and the reason covers them with ""The years that article prints are other men's, not its own"""
